bygning_navn	eiendom	objekt_type	objekt_tekst	AddressLine1	Anleggstype	Antall armaturer	Antall dyser	Antall flasker / boks	BasedOn	Bruksformål	CertificateNumber	Contact	Date	DeliveryDate	Dimensjon	DoneBy	Email	EquipmentComment	Etasje	Fabrikat	Finnes det loggbok	Flasker â€“ produksjonsår	Flasketrykk	Georef	InstallationID	Installations nr	Instruks	KgL	LastEquipmentInstallationNumber	Legionellagjennomspyling gjennomført	Lengde	Leverandør Objekt ID	Merknader	Navn	Neste kontroll	Overflate	Place	Plassering	ProductID	Produksjonsår	Produsent	PropertyID	Regelverk beregning	Rom nummer	RomNr	Romnummer	Sign	Siste kontroll	Skilt	Slange	Slokkemiddel	Status funksjoner	Status utstyr	StatusAreas	StatusFences	StatusVegetation	Stralerør	Telephone	Temperatur kaldtvann	Temperatur varmtvann	Tid (minutter)	Tilforsel	Trommel	Trykkprøve	Type dusj	Type slokkemiddel	Typebetegnelse	TypeID	Vann	Vedlikeholdstype	Vendor	VendorId	Volum beregnet m2	Volum målt m3	ZipCode	
Bestum idrettshall	Bestum idrettshall	HS	Håndslukker																									2 kg				002999948005	Utgått på dato, byttes		2021-06-14			U1 SKOLE KJØKKEN		2011-04-17								2021-06-14			B/BE															CO2				B						
Bestum skole. Bygg A	Bestum skole	HS	Håndslukker																									6 kg				002999947967	SKILTES på dør.		2021-06-14			U VARMESENTRAL		2016-04-17								2021-06-14			B/BE															PU				A						
Bestum skole. Bygg B	Bestum skole	HS	Håndslukker																									6 liter				002999948004	Utgått på dato. Byttes		2021-06-14			U VENTILASJON ROM B036		2016-04-17								2021-06-14			B/BE															SK				B						
Bjerke videregående skole	Bjerke videregående skole	HS	Håndslukker																04									6 liter				002999936221			2021-10-06			Teknisk rom U1043 v henikapp heis		2020-01-30				17				2021-10-06			B/BE															SK				A						
Bjørndal skole. Aktivitets skolen. Bygg 7	Bjørndal skole	HS	Håndslukker																01									6 kg				002999915747	IG da må ha c service 2021		2021-09-21			Fritidshus kjøkken		2000-09-04				03				2021-09-21			B/BE															PU				B						
Bjørndal skole. Gymbygning	Bjørndal skole	HS	Håndslukker																01									6 liter				002999915736	IG da må ha c service i 2021		2021-09-21			Ventilasjon gymsal pak hvit port		2019-09-03				04				2021-09-21			B/BE															SK				B						
Bjørndal skole. Hovedbygning. Bygg 8	Bjørndal skole	HS	Håndslukker																03									6 liter				002999915762	Må ha c service 2021		2021-09-21			Ventilasjonrom		2017-09-03				10				2021-09-21			B/BE															SK				B						
Bjørndal skole. Klassehus 1/2/3. Bygg 1	Bjørndal skole	HS	Håndslukker																01									5 kg				002999915756	IG da må ha c service 2021		2021-09-21			Ventilasjon bygg 2-3v inng		2010-09-04				03				2021-09-21			B/BE															CO2				B						
Bjørndal skole. Klassehus 10/11/12. Bygg 4	Bjørndal skole	HS	Håndslukker																01									5 kg				002999915744	IG da må ha c service 2021		2021-09-21			Ventilasjon v inng til bygg11-12		2010-09-03				03				2021-09-21			B/BE															CO2				B						
Bjørndal skole. Klassehus 13/14/15. Bygg 5	Bjørndal skole	HS	Håndslukker																01									5 kg				002999915740	IG da må ha c service 2021		2021-09-21			Bygg 13-14 ventilasjon høyre v inng		2010-09-03				02				2021-09-21			B/BE															CO2				B						
Bjørndal skole. Klassehus 4/5/6. Bygg 2	Bjørndal skole	HS	Håndslukker																01									5 kg				002999915757	IG da må ha c service 2021		2021-09-21			Ventilasjon bygg 4-5 v inng		2010-09-04				01				2021-09-21			B/BE															CO2				B						
Bjørndal skole. Klassehus 7/8/9	Bjørndal skole	HS	Håndslukker																01									5 kg				002999915764	IG da må ha c service 2021		2021-09-21			Ventilasjonrom bygg 7-8 v inng		2019-09-05				02				2021-09-21			B/BE															CO2				B						
Brannfjell skole. Hovedbygning	Brannfjell skole	HS	Håndslukker																04									6 liter				826760450899	Må byttes		2021-04-12			ventilasjonsrom v vindeltrapp		2020-04-24				42				2021-04-12			B/BE															SK				B						
Bygg 1 - Tidligere A/Hovedbygg	Lilleaker skole	HS	Håndslukker																A									6 liter				002999933644			2021-11-18			A U. HOVED TAVLE ROM		2018-12-11				04				2021-11-18			B/BE															SK				A						
Bygg 2 - Tidli Vaktmesterbolig	Lilleaker skole	HS	Håndslukker																B									6l				500000038049	Nytt.		2021-11-18			B U. TRAPP		2021-11-18				02				2021-11-18			Miljøskum SDPHE															SK				B						
Bygg 3	Lilleaker skole	HS	Håndslukker																C									6 liter				002999932980			2021-11-18			VENTILASJON ROM		2020-01-13				U3				2021-11-18			B/BE															SK				A						
Bøler flerbrukshall	Bøler idrettshall	HS	Håndslukker																01									2 kg				002999935082			2021-11-17			kjøkken/heim kunnskapen		2015-12-16				05				2021-11-17			B/BE															CO2				A						
Bøler skole. Bygning  B	Bøler skole	HS	Håndslukker																03									5 kg				002999935135			2021-11-17			ventilasjonrom		2020-03-25				02				2021-11-17			B/BE															CO2				A						
Bøler skole. Bygning  HJ	Bøler skole	HS	Håndslukker																U10									6 liter				500000043057			2021-11-17			ventilasjonrom høyre		2018-12-16				4				2021-11-17			B/BE															SK				A						
Bøler skole. Hovedbygning EI	Bøler skole	HS	Håndslukker																U10									6 liter				002999962623			2021-11-17			yrrom/berederom 037		2020-10-06				8				2021-11-17			B/BE															SK				A						
Ellingsrud skole	Ellingsrud skole	HS	Håndslukker																Kj									6 liter				500000010755	Erstattet		2021-05-07			verksted rom R46		2020-11-01				10				2021-05-07			B/BE															SK				A						
Ellingsrudåsen skole. Aktivitetsskolen	Ellingsrudåsen skole	HS	Håndslukker																									2 kg				003009928905			2021-04-22			Arken kjøkken		2016-03-19								2021-04-22			B/BE															CO2				A						
Ellingsrudåsen skole. Heimkunnskap	Ellingsrudåsen skole	HS	Håndslukker																									2 kg				09929108			2021-04-22			01 Heimkunnskap kjøkken		2020-04-07								2021-04-22			B/BE															CO2				A						
Ellingsrudåsen skole. Skolebygning	Ellingsrudåsen skole	HS	Håndslukker																00									6 liter				500000004113	Erstattet		2021-04-22			9929103		2020-04-07				30				2021-04-22			B/BE															SK				A						
Etterstad videregående skole. Bygg B	Etterstad videregående skole	HS	Håndslukker																02									6 liter				002999962588	Utgått på dato		2021-11-15			Bygg B Ventilasjonrom Korridor		2020-09-30				14				2021-11-15			B/BE															SK				B						
Etterstad videregående skole. Bygg C	Etterstad videregående skole	HS	Håndslukker																02									6 liter				002999933572			2021-11-12			Gang auditorium C-102		2019-12-03				06				2021-11-12			B/BE															SK				A						
Etterstad videregående skole. Bygning D. Høybygget	Etterstad videregående skole	HS	Håndslukker																06									6l				500000049552	Må festes til vegg		2021-11-12			Ventilasjonrom 112  itrapp		2020-11-12				08				2021-11-12			Miljøskum SDPHE															SK				D						
Etterstad videregående skole. Hovedbygning. Bygg A	Etterstad videregående skole	HS	Håndslukker																02									6 liter				002999962584			2021-11-15			Kjeller Bygg A Ventilasjon rom A-K09		2020-09-30				10				2021-11-15			B/BE															SK				A						
Fagerborg skole	Fagerborg skole	HS	Håndslukker																									6 kg				500000009237	SKILTES...		2021-05-31			U1 VENTILASJON ROM 040		2020-05-08								2021-05-31			B/BE															PU				A						
Foss videregående skole. Gymbygning	Foss videregående skole	HS	Håndslukker																05									5 kg				002999930516	Service / Byttes 10 år		2021-11-04			Tekniskrom		2001-11-20				02				2021-11-04			B/BE															CO2				B						
Foss videregående skole. Hovedbygning	Foss videregående skole	HS	Håndslukker																04									6 liter				002999933544	Service / byttes 10 år		2021-11-04			Varmesentralen		2019-12-16				13				2021-11-04			B/BE															SK				B						
Foss videregående skole. Vaktmesterbolig	Foss videregående skole	HS	Håndslukker																02									6 liter				002999930511			2021-11-04			trappeløp v kopi		2018-11-20				02				2021-11-04			B/BE															SK				A						
Frydenberg skole	Frydenberg skole	HS	Håndslukker																03									6 liter				500000005925	Ikke godkjent		2021-04-08			Ventilasjon		2020-04-16				12				2021-04-08			B/BE															SK				A						
Furuset skole. Kurslokaler (Gamleskolen) 1861	Furuset skole	HS	Håndslukker																02									6 kg				003009928859	For gammel. Må byttes		2021-09-01			Lager v inngang		2020-04-20				04				2021-09-01			B/BE															PU				B						
Furuset skole. Paviljong 2 -E	Furuset skole	HS	Håndslukker																01									5 kg				002999946526			2021-09-01			Skolekjøkken endevegg		2020-04-20				03				2021-09-01			B/BE															CO2				A						
Furuset skole. Skolebygning 1909-1936 (C)	Furuset skole	HS	Håndslukker																02									6 kg				003009928857	Mangler skilt 15 plog		2021-09-01			Sløydsal 27 v inngang		2020-04-20				03				2021-09-01			B/BE															PU				A						
Furuset skole. Skolebygning 1962 (B)	Furuset skole	HS	Håndslukker																02									6 liter				003009928872	Mangler trykk. Må byttes		2021-09-01			Ventilasjonsrom/ teknisk rom v trapp		2020-04-20				07				2021-09-01			B/BE															SK				B						
Gamlebyen skole. Gymbygning. Bygg C	Gamlebyen skole	HS	Håndslukker																									5 kg				002999958166			2021-05-18			U KORRIDOR VED BIBLIOTEKET		2020-04-23								2021-05-18			B/BE															CO2				A						
Gamlebyen skole. Skolebygning. Bygg A	Gamlebyen skole	HS	Håndslukker																									6 kg				500000009220			2021-05-27			U VAKTMESTER VERKSTED RES		2017-04-23								2021-05-27			B/BE															PU				A						
Gamlebyen skole. Skolebygning. Bygg B	Gamlebyen skole	HS	Håndslukker																									6 kg				002999946879			2021-05-18			U SLØYDEN		2017-04-23								2021-05-18			B/BE															PU				A						
Gamlebyen skole. Skolebygning. Bygg D	Gamlebyen skole	HS	Håndslukker																									6 kg				500000008737			2021-05-18			U KORRIDOR VED TRAPP		2020-04-28								2021-05-18			B/BE															PU				A						
Godlia skole. Hovedbygning	Godlia skole	HS	Håndslukker																A									6 liter				500000006187	Her må apparat byttes ut med Pulver pga kulde vinter		2021-11-18			Verksted vaktmester rom029		2021-01-12				14				2021-11-18			skum															SK				B						
Grindbakken skole. Bygg 5	Grindbakken skole	HS	Håndslukker																									6kg				002999938941	Må skixtes		2021-04-16			01 v personal rom		2003-04-14								2021-04-16			BC pulver																			B						
Grindbakken skole. Gymbygning	Grindbakken skole	HS	Håndslukker																									5 kg				002999938951			2021-04-16			02 Teknisk rom		2015-04-14								2021-04-16			B/BE															CO2				A						
Grindbakken skole. Hovedbygning	Grindbakken skole	HS	Håndslukker																									5 kg				500000004100	Erstattet		2021-04-16			00 Teknisk rom 047		2018-04-14								2021-04-16			B/BE															CO2				A						
Grindbakken skole. Paviljong	Grindbakken skole	HS	Håndslukker																									6kg				002999938944	Slokker fra 2000		2021-04-16			01 personal rom		2000-04-14								2021-04-16			BC pulver																			B						
Grorud skole. Bygg B	Grorud skole	HS	Håndslukker																01									6 liter				002999935929	Må byttes ut med nytt apparat.		2021-04-15			v/inngang		2020-02-12				02				2021-04-15			ABC/ABE															SK				B						
Grorud skole. Bygg C	Grorud skole	HS	Håndslukker																01									6 liter				002999935925	Monteres til vegg og skiltes.		2021-03-17			v/inngang		2015-01-01				02				2021-03-17			B/BE															SK				B						
Grorud skole. Bygg D	Grorud skole	HS	Håndslukker																02									6 kg				783250203093	Denne er fjernet fra rapporten pga. feilregistrert		2021-04-15			Teknisk rom 003		2020-02-12				03				2021-04-15			B/BE															PU				D						
Grorud skole. Hovedbygning  A	Grorud skole	HS	Håndslukker																04									6 liter				783250203246	Må byttes ut med nytt apparat. Mangler nøkkel til skap.		2021-03-17			ventilasjobsrom v/heis		2015-01-01				04				2021-03-17			B/BE															SK				B						
Grorud skole. Mellombygg B/C	Grorud skole	HS	Håndslukker																									6 kg				002999935909			2021-04-15			03 Kaldtloft ved dør skille		2020-02-12								2021-04-15			ABC/ABE															PU				A						
Groruddalen skole. A/M bygg	Groruddalen skole	HS	Håndslukker																03									6 kg				002999935886	Må monteres til vegg og skiltes.		2021-03-18			M-205, Naturfag 2		2015-01-01				04				2021-03-18			B/BE															PU				B						
Groruddalen skole. B-bygg	Groruddalen skole	HS	Håndslukker																03									6 kg				002999935889	Må byttes. Byttes i K5. pga. kjøkken.		2021-03-18			ventilasjonsrom		2015-01-01				06				2021-03-18			B/BE															PU				B						
Haugen skole. Bygg 2015	Haugen skole	HS	Håndslukker																U01									6 kg				003009928209	For gammel. Må byttes		2021-04-15			Ventilasjonsrom 01024 v trapp		2020-04-14				08				2021-04-15			B/BE															PU				B						
Haugen skole. Grendeskolen Bygg 1	Haugen skole	HS	Håndslukker																01									6 liter				003009929118	Mangler skilt		2021-04-15			Ventilasjon rom 01001		2020-04-14				04				2021-04-15			B/BE															SK				B						
Haugen skole. Gymbygning	Haugen skole	HS	Håndslukker																01									6 liter				003009928210			2021-04-15			Teknisk rom ventilasjon rom 01013		2020-04-14				07				2021-04-15			skum															PU				A						
Haugen skole. Hovedbygget	Haugen skole	HS	Håndslukker																02									6 liter				003009929117	For gammel. Må byttes		2021-04-15			Ventilasjonrom på tak( via utvendig vindeltrapp)		2020-04-14				06				2021-04-15			skum															SK				D						
Haugenstua idrettshall	Haugenstua idrettshall	HS	Håndslukker																									5 kg				002999931989			2021-04-22			01 Korridor ved kiosk		2017-01-16								2021-04-22			B/BE															CO2				A						
Haugenstua skole. Skolebygg 2016	Haugenstua skole	HS	Håndslukker																									6 liter				002999960599			2021-04-22			04 Ventilasjonsrom ved vask		2020-04-20								2021-04-22			B/BE															SK				A						
Haugenstua skoles barnehage	Haugenstua skoles barnehage	HS	Håndslukker																									6 liter				002999946535	Ikke godkjent grunnet alder		2021-04-22			01 Korridor ved spiserom		2020-04-20								2021-04-22			B/BE															SK				B						
Haugerudhallen	Haugerudhallen	HS	Håndslukker																U10									6 liter				002999932970	Skap / lås ødelagt fikk ikke åpnet		2021-11-10			tribune skap v kisok		2020-02-27				6				2021-11-10			B/BE															SK				B						
Hauketo skole. Hovedbygning	Hauketo skole	HS	Håndslukker																04									6 liter				500000049554	Utgått på dato		2021-11-11			Ventilasjon rom v inng b		2021-11-11				11				2021-11-11			B/BE															SK				D						
Haukåsen skole. Aktivitetsskole	Haukåsen skole	HS	Håndslukker																U10									2 kg				002999947560	Må skiftes		2021-04-21			jøkken		1998-04-17				2				2021-04-21			B/BE															CO2				B						
Haukåsen skole. Gymbygning	Haukåsen skole	HS	Håndslukker																U10									6 kg				002999947568	Må skiftes		2021-04-21			Gymsal V scenen		2005-04-17				3				2021-04-21			ABC/ABE															PU				B						
Haukåsen skole. Hovedbygning	Haukåsen skole	HS	Håndslukker																U11									6 liter				500000004108	Trenger nytt oppheng		2021-04-21			Vaktmester		2016-04-21				9				2021-04-21			B/BE															SK				B						
Hellerud videregående skole. Blokk G	Hellerud videregående skole	HS	Håndslukker																03									6 kg				500000005923	Se tidligere rapport		2021-04-08			teknisk rom tak v nødutgang		2016-04-06				10				2021-04-08			B/BE															PU				B						
Jeriko skole. Hovedbygning	Jeriko skole	HS	Håndslukker																01									6 liter				804930218876	Må skiltes pga alder. Skifte til pulver		2021-04-14			ventilasjonsanlegg inng ute gml delen		2018-04-14				09				2021-04-14			B/BE															SK				B						
Kjelsås skole. 59-bygget	Kjelsås skole	HS	Håndslukker																02									6 kg				002999948585	Må ha ny S6G.		2021-06-03			ventilasjonsrom v teamrom 10331		2019-04-20				06				2021-06-03			B/BE															PU				B						
Kjelsås skole. Gamlebygget	Kjelsås skole	HS	Håndslukker																05									6 kg				002999948487			2021-06-03			ventilasjonsrom v vask		2020-05-18				05				2021-06-03			B/BE															PU				A						
Kjelsås skole. Nybygget	Kjelsås skole	HS	Håndslukker																00									5 kg				804930841951			2021-06-03			teknisk rom v naturfag		2012-04-20				01				2021-06-03			B/BE															CO2				A						
Kringsjå og Elverhøy skole. Superkube 2016	Kringsjå skole (Elverhøy)	HS	Håndslukker																02									5 kg				003009940698			2021-10-27			Tekniskrom/ventilasjon		2015-08-27				05				2021-10-27			B/BE															CO2				A						
Kringsjå skole	Kringsjå skole (Elverhøy)	HS	Håndslukker																02									6 liter				500000048070	Ikke godkjent		2021-10-27			Ventilasjonsrom		2020-08-06				12				2021-10-27			skum															SK				A						
Lambertseter bad	Lambertseter bad	HS	Håndslukker																02									6 liter				500000031798			2021-10-28			ventilasjonsrom v lager 01010		2020-10-19				10				2021-10-28			B/BE															SK				A						
Lambertseter skole. Gymbygning	Lambertseter skole	HS	Håndslukker																01									6 liter				500000001463			2021-10-05			gymnastikksal styrkerom		2020-10-16				04				2021-10-05			B/BE															SK				A						
Lambertseter skole. Hovedbygning	Lambertseter skole	HS	Håndslukker																03									6 liter				500000002396	Ikke godkjent		2021-10-05			ventilasjonsrom ute v vaktmester		2020-10-16				11				2021-10-05			B/BE															SK				A						
Lambertseter skole. Nybygget	Lambertseter skole	HS	Håndslukker																01									5 kg				002999929210			2021-10-05			ventilasjonsrom v garderobe nybygg		2015-12-06				02				2021-10-05			B/BE															CO2				A						
Lambertseter skole. Paviljong A-B (Neptun)	Lambertseter skole	HS	Håndslukker																01									5 kg				002999929269			2021-10-05			A paviljongen ventilasjonsrom ute		2018-12-03				03				2021-10-05			B/BE															CO2				A						
Lambertseter skole. Paviljong C (Uranus)	Lambertseter skole	HS	Håndslukker																01									5 kg				500000002379			2021-10-05			ventilasjonsrom ute bak		2020-10-15				02				2021-10-05			B/BE															CO2				A						
Lambertseter skole. Paviljong D (Saturn)	Lambertseter skole	HS	Håndslukker																01									5 kg				002999932460			2021-10-05			ventilasjonsrom ute bak		2018-12-06				02				2021-10-05			B/BE															CO2				A						
Lilleborg skole.  Nye gymbygning (Bygg nr.5)	Lilleborg skole	HS	Håndslukker																02									6 kg				500000010754	Erstattet		2021-05-05			Ventilasjon loft		2011-05-05				01				2021-05-05			ABC/ABE															PU				A						
Lilleborg skole. Aneksbygning (Bygg nr.2)	Lilleborg skole	HS	Håndslukker																00									6 liter				002999947630	Mangler oppheng		2021-05-05			Sløyd		2020-04-23				03				2021-05-05			ABC/ABE															SK				B						
Lilleborg skole. Gammel gymbygning (Bygg nr.4)	Lilleborg skole	HS	Håndslukker																01									6 liter				002999947488	Må henges opp		2021-05-05			Scenen gymsal		2020-04-24				01				2021-05-05			AB															SK				B						
Lilleborg skole. Hovedbygning (Bygg nr.1)	Lilleborg skole	HS	Håndslukker																04									6 liter				002999947489	Mangler skilt		2021-05-05			Ventilasjon		2020-04-23				04				2021-05-05			B/BE															SK				B						
Lindeberg skole. Bygning A	Lindeberg skole	HS	Håndslukker																A0									6 kg				003009929114	Apparat fjernet i skap		2021-05-05			Ventilasjonsrom ved kantine		2020-04-14				30				2021-05-05			B/BE															PU				D						
Lindeberg skole. Bygning B	Lindeberg skole	HS	Håndslukker																B0									6 liter				03009929110			2021-05-05			01 Sløyd		2020-04-14				01				2021-05-05			B/BE															SK				A						
Lindeberg skole. Bygning C	Lindeberg skole	HS	Håndslukker																C0									6 kg				003009929115	Må festes til vegg og merkes med skilt over apparat		2021-05-05			Ventilasjonsrom		2020-04-14				00				2021-05-05			ABC/ABE															PU				A						
Lindeberg skole. Bygning M	Lindeberg skole	HS	Håndslukker																M0									6 kg				000999905643			2021-05-05			Tekniskrom		2016-03-09				00				2021-05-05			ABC/ABE															PU				A						
Ljan skole	Ljan skole	HS	Håndslukker																U12									6 liter				500000023010	Godt ut på dato må byttes. Er byttet		2021-10-25			Ventilasjonsrom 2		2021-10-25				4				2021-10-25			B/BE															SK				B						
Ljan skole. SFO	Ljan skole	HS	Håndslukker																U09									6 liter				500000023012	Godt ned på trykk. Reklamasjon. Er byttet		2021-10-25			Garderobe		2021-10-25				5				2021-10-25			skum															SK				B						
Lofsrud skole	Lofsrud skole	HS	Håndslukker																04									6 liter				500000035019	Utgått på dato		2021-11-02			Ventilasjonsrom		2020-11-02				28				2021-11-02			B/BE															SK				B						
Lutvann skole. Bygg B	Lutvann skole	HS	Håndslukker																									6 kg				003009929100	Godt ut på dato må byttes		2021-04-15			01 Ventilasjonsrom inng ute		2014-04-06								2021-04-15			B/BE															PU				B						
Lutvann skole. Bygg C. Aktivitetsskolen	Lutvann skole	HS	Håndslukker																									6 kg				003009929102			2021-04-15			01 SFO ved kjøkken		2014-04-06								2021-04-15			ABC/ABE															PU				A						
Lutvann skole. Bygg D	Lutvann skole	HS	Håndslukker																									6 kg				003009929097	Godt ut på dato må byttes. Anbefaler 6l skum.		2021-04-15			02 Inn dør 25, første rom venstre side		2019-04-06								2021-04-15			B/BE															PU				B						
Lutvann skole. Hovedbygg A	Lutvann skole	HS	Håndslukker																03									6 liter				500000006222	Må skiltes		2021-04-15			03 Lager ved ventilasjonsrom		2018-04-06				13				2021-04-15			B/BE															SK				B						
Løren skole. Bygg 1	Løren skole	HS	Håndslukker																									5 kg				002999938847			2021-03-18			03 v trapp		2015-04-27								2021-03-18			B/BE															CO2				A						
Løren skole. Bygg 2	Løren skole	HS	Håndslukker																									5 kg				002999940371			2021-03-18			04 Ventilasjonsrom		2015-04-27								2021-03-18			B/BE															CO2				A						
Løren skole. Bygg 4	Løren skole	HS	Håndslukker																									5 kg				002999940346			2021-03-18			00 ventilasjonsrom		2019-04-27								2021-03-18			B/BE															CO2				A						
Løren skole. Bygg 5	Løren skole	HS	Håndslukker																									5 kg				002999940360	Mangler skilt og oppheng		2021-03-18			04 Ventilasjonsrom		2015-04-27								2021-03-18			B/BE															CO2				A						
Majorstuen skole	Majorstuen skole	HS	Håndslukker																03									6 liter				002999962581			2021-09-28			Varmesentral u1076/bak kantine		2020-09-28				13				2021-09-28			B/BE															SK				A						
Majorstuen skole. Teknisk sentral	Majorstuen skole	HS	Håndslukker																01									5 kg				002999929031			2021-09-28			Trapp til kjeller eget bygg ved bom innkjøring		2014-10-21				01				2021-09-28			B/BE															CO2				A						
Majorstuen skole. Uværskur	Majorstuen skole	HS	Håndslukker																01									6 kg				500000020090			2021-09-28			Søppelskur ved parkering		2013-10-21				01				2021-09-28			ABC/ABE															PU				A						
Maridalen skole. Aktivitetsskole (Bygg 03)	Maridalen skole	HS	Håndslukker																									6 liter				003009928978	Utgått på dato		2021-04-21			02 Leilighet		2013-03-26								2021-04-21			B/BE															SK				B						
Maridalen skole. Gymbygning	Maridalen skole	HS	Håndslukker																									6 liter				003009928958	Utgått på dato		2021-04-21			01 Kjøkken		2018-03-26								2021-04-21			B/BE															SK				B						
Maridalen skole. Hovedbygning	Maridalen skole	HS	Håndslukker																									6 liter				003009928971	Utgått på dato		2021-04-21			03 Trappegang utenfor serverrom		2015-03-26								2021-04-21			B/BE															SK				B						
Maridalen skole. Toalettbygning	Maridalen skole	HS	Håndslukker																									6 kg				003009928972			2021-04-21			Tekniskrom ved ute wc		2004-03-26								2021-04-21			ABC/ABE															PU				A						
Morellbakken skole. Forskningshuset (4)	Morellbakken skole	HS	Håndslukker																									5 kg				002999940283			2021-05-25			02 Naturfag		2013-04-30								2021-05-25			B/BE															CO2				A						
Morellbakken skole. Hovedhuset (1)	Morellbakken skole	HS	Håndslukker																									5 kg				002999940321			2021-05-25			01 Tekniskrom v inngang auditorium 1-126		2015-04-30								2021-05-25			B/BE															CO2				A						
Morellbakken skole. Kropp og sjel (3)	Morellbakken skole	HS	Håndslukker																									5 kg				500000007702			2021-05-25			00 Tekniskrom innenfor lager 3-U04a		2013-05-25								2021-05-25			B/BE															CO2				A						
Morellbakken skole. Kulturhuset (2)	Morellbakken skole	HS	Håndslukker																									6 liter				002999940303	Utgått på dato		2021-05-25			01 lærerrom ved kjøkken		2013-04-30								2021-05-25			B/BE															SK				B						
Morellbakken skole. Musikkhuset (5)	Morellbakken skole	HS	Håndslukker																									5 kg				002999940289			2021-05-25			01 El Tavlerom 5-113		2013-04-30								2021-05-25			B/BE															CO2				A						
Mortensrud skole. Bygg 1. Sentralbygget	Mortensrud skole	HS	Håndslukker																03									6 liter				500000006017	Utgått på dato og må byttes ut		2021-04-06			Verksted vaktmester		2021-01-27				09				2021-04-06			B/BE															SK				B						
Mortensrud skole. Bygg 2. Gymbygning	Mortensrud skole	HS	Håndslukker																02									5 kg				003009928239	Utgått på dato og må byttes ut		2021-04-06			Ventilasjon rom		2001-04-20				04				2021-04-06			B/BE															CO2				B						
Mortensrud skole. Bygg 3	Mortensrud skole	HS	Håndslukker																01									2 kg				003009928243			2021-04-06			Kjøkken		2016-04-20				02				2021-04-06			B/BE															CO2				A						
Mortensrud skole. Bygg 6	Mortensrud skole	HS	Håndslukker																01									6 kg				003009928250			2021-04-06			U01 Fyrrom		2017-04-20				02				2021-04-06			B/BE															PU				A						
Møllergata skole. Bygning A	Møllergata skole	HS	Håndslukker																									6 liter				002999946924	HENGES OPP OG SKILTES		2021-03-26			U TRAPP		2019-04-21								2021-03-26			B/BE															SK				B						
Møllergata skole. Bygning B	Møllergata skole	HS	Håndslukker																									6 kg				002999946941	HENGES OPP OG SKILTES.		2021-03-26			U VAKTMESTER VERKSTED OU14		2018-04-21								2021-03-26			B/BE															PU				A						
Møllergata skole. Bygning C	Møllergata skole	HS	Håndslukker																U 5									6 liter				002999946953	HENGES OPP OG SKILTES.		2021-03-29			OVEDTAVLE		2018-04-22				1				2021-03-29			B/BE															SK				B						
Møllergata skole. Bygning D	Møllergata skole	HS	Håndslukker																									6 kg				002999946894	Gammel slokker må byttes. HENGES OPP OG SKILTES.		2021-03-29			03 KORRIDOR VED KLASSEROM		2016-04-22								2021-03-29			ABC/ABE															PU				A						
Nordberg skole	Nordberg skole	HS	Håndslukker																									6 liter				003009929144	Må skiftes pga alder. Må festes		2021-09-06			04 Ventilasjonsrom 3		2020-06-04								2021-09-06			B/BE															SK				B						
Nordpolen skole. Gymbygning	Nordpolen skole	HS	Håndslukker																00									5 kg				002999928840			2021-09-01			Teknisk rom ventilasjon		2012-09-26				02				2021-09-01			B/BE															CO2				A						
